StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q139,Q229,Q200_First Click,Q200_Last Click,Q200_Page Submit,Q200_Click Count,Q230,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,Q147,Q22,Q19,Q142,Q21,Q206,Q207,Q208,Q209,Q210,Q213,Q214,Q215,Q216,Q217,Q193,Q170,Q164,Q143,Q144,Q220,Q221,Q223,Q224,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q130,Q172,Q174,Q176,Q178,Q180,Q182,Q184,Q186,Q188,Q190,Q192,Q194,Q196,Q198,Q200,Q202,Q204,SC0,SC1,SC2,SC3,SC4,SC5,confirmation_code,treatment_group,Comprehension score1,Enter Embedded Data Field Name Here...,Comprehension score2,Comprehension score3,ins_code,no_ins_code,LotteryQuiz1,LotteryQuiz2,LotteryQuiz3
2017-09-19 15:05:08,2017-09-19 15:42:33,IP Address,71.63.144.86,100,2245,True,2017-09-19 15:42:33,R_cO93Hkdhj3WvDa5,,,,,44.901596069336,-122.92230224609,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,11.71,630.943,636.682,3,,,,,,True,$0,True,10,No,True,$0.50,True,10,No,,,,,,A3FCZNB9E8K3CX,82949,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,28,White or Caucasian,Not Hispanic or Latino,3,United States,OR Oregon,97301,Nothing,Nothing,1 (No Impact),No,"$15,000 to $29,999","High school diploma or equivalent ",,"I nearly always vote for Democrats ",No,11,5,0,2,0,0,59232,ins,4,,5,,1266875,,2,,
2017-09-19 15:04:44,2017-09-19 15:46:01,IP Address,173.79.38.77,100,2477,True,2017-09-19 15:46:01,R_8D0e6WhLxpmNWOp,,,,,39.089202880859,-77.183502197266,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,109.649,1026.14,1027.191,2,True,$0.50,True,10,No,,,,,,,,,,,AO0CQ0WT4FT7T,,36604,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,26,White or Caucasian,Not Hispanic or Latino,5,United States,MD Maryland,20850,Nothing,I've read or talked about drought at least once before,2,No,"$15,000 to $29,999",Bachelors degree,,"I vote for Democrats more often than ",No,7,0,0,2,0,0,56584,no_ins,5,,,,,2374293,2,,
2017-09-19 15:02:03,2017-09-19 15:48:32,IP Address,75.133.172.207,100,2789,True,2017-09-19 15:48:32,R_0AsoCyeTeMeXHbT,,,,,38.74609375,-90.346000671387,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,106.297,1107.673,1109.038,2,True,$0.50,True,10,No,,,,,,,,,,,AU2RMH9IZP60M,,12378,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,25,Black or African American,Not Hispanic or Latino,5,United States,MO Missouri,63134,Nothing,I am familiar with drought,1 (No Impact),No,"$105,000 to $149,999",Associate degree,,"I am eligible, but I never vote",No,7,0,0,2,0,0,79643,no_ins,5,,,,,2206728,2,,
2017-09-19 15:02:05,2017-09-19 15:52:28,IP Address,47.157.217.159,100,3023,True,2017-09-19 15:52:28,R_0icJ2UgH5B7HhFH,,,,,34.097396850586,-117.90730285645,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,242.134,1160.279,1161.541,2,True,$0.50,True,10,No,,,,,,,,,,,A177EXELDLWTWV,,53575,10,One lottery will be randomly selected,,,,,"Lottery B: 10% chance of winning $3.85, 90% chance of winning $0.10","Lottery B: 20% chance of winning $3.85, 80% chance of winning $0.10","Lottery B: 30% chance of winning $3.85, 70% chance of winning $0.10","Lottery B: 40% chance of winning $3.85, 60% chance of winning $0.10","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,24,White or Caucasian,Hispanic or Latino,5,United States,CA California,91722,Nothing,Nothing,1 (No Impact),No,"$45,000 to $59,999","Trade school degree or certificate ",,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,88995,no_ins,5,,,,,2373815,2,,
2017-09-19 15:26:49,2017-09-19 15:57:10,IP Address,50.24.98.165,100,1821,True,2017-09-19 15:57:10,R_dnWqLO1goRbm5cV,,,,,30.567001342773,-96.283699035645,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,821.095,1139.052,1140.062,3,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1HN4550TIXQBZ,67223,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,30,Asian,Not Hispanic or Latino,5,United States,TX Texas,77845,Nothing,Nothing,1 (No Impact),Yes,"$15,000 to $29,999",Bachelors degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,80917,ins,5,,,,1215303,,2,,
2017-09-19 15:39:53,2017-09-19 16:12:45,IP Address,69.144.185.136,100,1972,True,2017-09-19 16:12:45,R_dgwcRT37GczQ71H,,,,,39.085998535156,-108.35959625244,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,57.22,587.213,589.682,3,True,$0.50,True,10,No,,,,,,,,,,,A2FUPODRRCESB,,37978,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,41,White or Caucasian,Not Hispanic or Latino,5,United States,CO Colorado,80226,Nothing,I've read or talked about drought at least once before,2,No,"Less than $15,000",Bachelors degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,58763,no_ins,5,,,,,2516542,2,,
2017-09-19 16:28:11,2017-09-19 17:17:00,IP Address,173.216.247.111,100,2929,True,2017-09-19 17:17:01,R_3WdpRCDnV8uImkB,,,,,36.66960144043,-93.261497497559,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,39.045,1092.586,1093.226,5,True,$0.50,True,10,No,,,,,,,,,,,A1APYLD4DUK33J,,74701,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,29,White or Caucasian,Not Hispanic or Latino,5,United States,MO Missouri,65616,Nothing,I've read or talked about drought at least once before,2,No,"Less than $15,000","High school diploma or equivalent ",,I nearly always vote for Republicans,No,7,0,0,2,0,0,65904,no_ins,5,,,,,2075153,2,,
2017-09-19 16:32:46,2017-09-19 17:21:19,IP Address,73.224.73.231,100,2913,True,2017-09-19 17:21:19,R_3t7zp2HH1ZIKW0Z,,,,,30.167205810547,-81.771499633789,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1123.688,1123.688,1125.494,1,True,$0.50,True,10,No,,,,,,,,,,,A2O2Q0LVWOWJ1G,,90882,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,43,White or Caucasian,Not Hispanic or Latino,5,United States,FL Florida,32073,Nothing,I've read or talked about drought at least once before,5,No,"$30,000 to $44,999","High school diploma or equivalent ",,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,51956,no_ins,5,,,,,2087223,2,,
2017-09-19 17:37:02,2017-09-19 18:08:05,IP Address,69.207.82.203,100,1863,True,2017-09-19 18:08:06,R_2smfEyjIVdI801T,,,,,43.235198974609,-78.207099914551,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,1057.291,1057.291,1058.169,1,True,$0.50,True,10,No,,,,,,,,,,,A228YSXU6H27QT,,85915,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery B: 40% chance of winning $3.85, 60% chance of winning $0.10","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,33,White or Caucasian,Not Hispanic or Latino,5,United States,NY New York,14411,Nothing,Nothing,1 (No Impact),No,"$15,000 to $29,999","High school diploma or equivalent ",,"I vote for Democrats more often than ",No,7,0,0,2,0,0,78098,no_ins,5,,,,,2860676,2,,
2017-09-19 17:23:49,2017-09-19 18:11:44,IP Address,73.11.242.150,100,2875,True,2017-09-19 18:11:44,R_8cRe5o2NqzdJNbv,,,,,46.986694335938,-122.7407989502,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,51.831,922.94,924.223,2,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1IFF4KV23FGHJ,83811,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,43,Asian,Hispanic or Latino,5,United States,WA Washington,98513,I've read or talked about cattle ranching at least once before,I've read or talked about drought at least once before,1 (No Impact),No,"$45,000 to $59,999",Bachelors degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,88031,ins,5,,,,1307019,,2,,
2017-09-19 17:23:11,2017-09-19 18:20:06,IP Address,198.255.165.142,100,3415,True,2017-09-19 18:20:06,R_0ePHVscWBp5etFP,,,,,44.203796386719,-76.095802307129,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,18.667,848.232,1110.288,2,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1FYTTGF0QACU9,34779,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,60,White or Caucasian,Not Hispanic or Latino,5,United States,NY New York,14424,Nothing,I am familiar with drought,3,Yes,"$60,000 to $74,999",Associate degree,,I vote for Republicans,No,7,0,0,2,0,0,86383,ins,5,,,,1527602,,2,,
2017-09-19 17:28:49,2017-09-19 18:32:41,IP Address,98.173.48.135,100,3832,True,2017-09-19 18:32:41,R_01zbKpg7c7pMfI1,,,,,32.859405517578,-117.20729827881,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,306.876,1107.321,1107.969,4,True,$0.50,True,10,No,,,,,,,,,,,A1VIP6S8H2XXH7,,64033,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,28,White or Caucasian,Not Hispanic or Latino,5,United States,CA California,92122,I've read or talked about cattle ranching at least once before,I've read or talked about drought at least once before,5,No,"$105,000 to $149,999",Bachelors degree,,Half the time I vote for Democrats and half the time I vote for Republicans,No,7,0,0,2,0,0,76638,no_ins,5,,,,,2332992,2,,
2017-09-19 18:04:59,2017-09-19 18:36:03,IP Address,108.5.246.7,100,1864,True,2017-09-19 18:36:03,R_26ryQOlnHe9Nl2Z,,,,,40.946701049805,-73.99299621582,anonymous,,I consent to participate in this study,,,,,,I certify that I have watched the video in its entirety.,137.862,669.063,671.362,4,True,$0.50,True,10,No,,,,,,,,,,,A2HSCKH5NKN5LP,,36496,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,31,White or Caucasian,Not Hispanic or Latino,5,United States,NJ New Jersey,07628,Nothing,I've read or talked about drought at least once before,2,No,"$105,000 to $149,999","High school diploma or equivalent ",,"I vote for Democrats more often than ",No,7,0,0,2,0,0,34524,no_ins,5,,,,,2168624,2,,
2017-09-19 18:04:25,2017-09-19 18:52:20,IP Address,98.209.74.5,100,2875,True,2017-09-19 18:52:20,R_6PYrBWYR5oV86uF,,,,,42.915603637695,-85.846397399902,anonymous,,I consent to participate in this study,I certify that I have watched the video in its entirety.,674.575,678.002,680.226,2,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A5NHP0N1XC09K,37783,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",,,,,5,,,,Nothing,Nothing,1 (No Impact),Yes,"$15,000 to $29,999",Bachelors degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,79367,ins,5,,,,1228651,,2,,
